Type,MidSize,Count,SampleWeight,CubeRoot,TuberWeight
A,37.5,8,0.3,3.3472,37.5
A,42.5,15,0.84,3.8259,56
A,32.5,8,0.18,2.8231,22.5
A,32.5,10,0.22,2.802,22
A,17.5,2,0.01,1.71,5
A,27.5,5,0.1,2.7144,20
A,27.5,3,0.06,2.7144,20
A,37.5,9,0.3,3.2183,33.33
A,52.5,10,1.04,4.7027,104
A,52.5,12,1.24,4.6926,103.33
A,52.5,12,1.68,5.1925,140
A,52.5,14,1.98,5.2101,141.43
A,52.5,17,1.96,4.8671,115.29
A,52.5,18,2,4.8075,111.11
A,52.5,18,2,4.8075,111.11
A,57.5,14,1.72,4.9713,122.86
A,57.5,15,1.96,5.0744,130.67
A,57.5,22,3.14,5.226,142.73
A,57.5,22,4,5.6652,181.82
A,57.5,28,5.36,5.7633,191.43
A,57.5,29,4.1,5.2095,141.38
A,57.5,30,4.04,5.1257,134.67
A,37.5,2,0.06,3.1072,30
A,37.5,4,0.12,3.1072,30
A,27.5,1,0.02,2.7144,20
A,32.5,2,0.04,2.7144,20
A,32.5,5,0.1,2.7144,20
A,27.5,2,0.04,2.7144,20
A,27.5,2,0.04,2.7144,20
A,32.5,5,0.08,2.5198,16
A,52.5,31,4.84,5.3847,156.13
A,52.5,42,6.9,5.4769,164.29
A,52.5,49,8.1,5.4882,165.31
A,52.5,49,8.1,5.4882,165.31
A,62.5,14,3.26,6.1522,232.86
A,62.5,14,3.26,6.1522,232.86
A,62.5,16,3.72,6.149,232.5
A,62.5,25,5.9,6.1797,236
A,77.5,3,1.14,7.2432,380
A,77.5,3,1.14,7.2432,380
A,77.5,3,1.34,7.6441,446.67
A,77.5,6,2.92,7.8658,486.67
A,52.5,28,3.72,5.1026,132.86
A,52.5,37,4.2,4.8419,113.51
A,52.5,39,4.58,4.897,117.44
A,52.5,40,5.36,5.1172,134
A,52.5,47,7.78,5.4907,165.53
A,52.5,49,7.58,5.3681,154.69
A,62.5,20,4.56,6.1091,228
A,62.5,21,5.64,6.4519,268.57
A,62.5,25,4.64,5.7042,185.6
A,62.5,25,4.78,5.761,191.2
A,62.5,26,5.02,5.7798,193.08
A,62.5,34,6.04,5.6215,177.65
A,77.5,1,0.28,6.5421,280
A,77.5,2,0.66,6.9104,330
A,77.5,4,1.83,7.7054,457.5
A,77.5,5,1.56,6.7824,312
A,82.5,1,0.38,7.2432,380
A,82.5,3,1.04,7.0249,346.67
A,52.5,35,4.52,5.0546,129.14
A,52.5,48,6.46,5.1246,134.58
A,52.5,56,7.58,5.1344,135.36
A,52.5,72,10.64,5.2869,147.78
A,62.5,28,6.46,6.1333,230.71
A,62.5,31,6.62,5.9772,213.55
A,62.5,31,6.98,6.0837,225.16
A,62.5,33,7.26,6.0368,220
A,52.5,50,6.02,4.9379,120.4
A,52.5,57,7.56,5.0998,132.63
A,52.5,58,6.68,4.8654,115.17
A,52.5,71,9.46,5.1075,133.24
A,52.5,73,9.22,5.0173,126.3
A,62.5,12,2.2,5.6809,183.33
A,62.5,16,3.02,5.7363,188.75
A,62.5,17,3.3,5.7901,194.12
A,62.5,18,3.58,5.8372,198.89
A,62.5,26,5.42,5.9294,208.46
A,77.5,1,0.38,7.2432,380
A,77.5,2,0.98,7.8837,490
A,77.5,4,1.32,6.9104,330
A,82.5,1,0.44,7.6059,440
A,82.5,1,0.46,7.7194,460
A,82.5,1,0.48,7.8297,480
A,82.5,3,1.34,7.6441,446.67
A,37.5,19,0.9,3.6182,47.37
A,32.5,12,0.34,3.0486,28.33
A,42.5,8,0.52,4.0207,65
A,37.5,16,0.7,3.5236,43.75
A,42.5,16,1.04,4.0207,65
A,47.5,4,0.28,4.1213,70
A,32.5,22,0.6,3.0101,27.27
A,47.5,2,0.14,4.1213,70
A,42.5,10,0.62,3.9579,62
A,47.5,3,0.21,4.1213,70
A,17.5,5,0.04,2,8
A,17.5,11,0.08,1.9375,7.27
A,27.5,11,0.22,2.7144,20
A,27.5,1,0.02,2.7144,20
A,17.5,6,0.04,1.8821,6.67
A,32.5,12,0.3,2.924,25
A,37.5,14,0.54,3.3787,38.57
A,27.5,4,0.08,2.7144,20
A,52.5,1,0.1,4.6416,100
A,52.5,2,0.24,4.9324,120
A,52.5,3,0.32,4.7425,106.67
A,57.5,2,0.34,5.5397,170
A,57.5,3,0.48,5.4288,160
A,57.5,3,0.44,5.2736,146.67
A,42.5,1,0.08,4.3089,80
A,42.5,6,0.48,4.3089,80
A,32.5,24,0.78,3.1913,32.5
A,32.5,20,0.64,3.1748,32
A,32.5,19,0.6,3.1608,31.58
A,42.5,3,0.22,4.1857,73.33
A,37.5,16,0.76,3.6216,47.5
A,37.5,14,0.66,3.6125,47.14
A,37.5,9,0.42,3.6003,46.67
A,47.5,13,0.92,4.1363,70.77
A,17.5,15,0.12,2,8
A,27.5,2,0.04,2.7144,20
A,27.5,3,0.06,2.7144,20
A,27.5,3,0.06,2.7144,20
A,17.5,14,0.1,1.9259,7.14
A,17.5,22,0.14,1.8531,6.36
A,42.5,26,2.02,4.267,77.69
A,47.5,36,2.55,4.1376,70.83
A,37.5,28,1.4,3.684,50
A,37.5,15,0.74,3.6676,49.33
A,42.5,19,1.42,4.2122,74.74
A,37.5,14,0.68,3.6486,48.57
A,47.5,24,1.705,4.1416,71.04
A,32.5,12,0.36,3.1072,30
A,42.5,19,1.32,4.1109,69.47
A,32.5,9,0.26,3.0684,28.89
A,22.5,5,0.08,2.5198,16
A,47.5,29,2.07,4.1482,71.38
A,32.5,7,0.18,2.9516,25.71
A,22.5,4,0.04,2.1544,10
A,27.5,2,0.04,2.7144,20
A,52.5,1,0.12,4.9324,120
A,52.5,1,0.14,5.1925,140
A,52.5,4,0.52,5.0658,130
A,57.5,1,0.2,5.848,200
A,57.5,3,0.5,5.5032,166.67
A,62.5,1,0.26,6.3825,260
A,27.5,7,0.14,2.7144,20
A,27.5,3,0.06,2.7144,20
A,22.5,6,0.02,1.4938,3.33
A,37.5,14,0.74,3.7529,52.86
A,47.5,21,1.507,4.1556,71.76
A,42.5,19,1.44,4.2319,75.79
A,37.5,15,0.74,3.6676,49.33
A,37.5,12,0.58,3.6426,48.33
A,42.5,15,1.06,4.1343,70.67
A,42.5,22,1.54,4.1213,70
A,47.5,26,1.88,4.1661,72.31
A,47.5,2,0.145,4.1698,72.5
A,32.5,3,0.08,2.9876,26.67
A,22.5,1,0.01,2.1544,10
A,32.5,5,0.12,2.8845,24
A,52.5,1,0.14,5.1925,140
A,52.5,2,0.22,4.7914,110
A,52.5,3,0.42,5.1925,140
A,57.5,1,0.18,5.6462,180
A,57.5,2,0.33,5.4848,165
A,57.5,2,0.3,5.3133,150
A,27.5,3,0.06,2.7144,20
A,22.5,2,0.01,1.71,5
A,27.5,3,0.06,2.7144,20
A,42.5,4,0.28,4.1213,70
A,47.5,8,0.58,4.1698,72.5
A,37.5,15,0.66,3.5303,44
A,37.5,15,0.66,3.5303,44
A,42.5,4,0.26,4.0207,65
A,32.5,15,0.42,3.0366,28
A,22.5,5,0.06,2.2894,12
A,47.5,15,1.09,4.173,72.67
A,37.5,18,0.76,3.4821,42.22
A,27.5,3,0.06,2.7144,20
A,42.5,15,0.92,3.9437,61.33
A,32.5,13,0.34,2.9683,26.15
A,32.5,11,0.28,2.9416,25.45
A,27.5,3,0.06,2.7144,20
A,22.5,5,0.04,2,8
A,47.5,15,1.1,4.1857,73.33
A,52.5,1,0.08,4.3089,80
A,52.5,1,0.14,5.1925,140
A,22.5,3,0.02,1.8821,6.67
A,27.5,3,0.06,2.7144,20
A,47.5,3,0.22,4.1857,73.33
A,47.5,3,0.22,4.1857,73.33
A,22.5,1,0.02,2.7144,20
A,37.5,11,0.5,3.5688,45.45
A,42.5,8,0.54,4.0716,67.5
A,32.5,7,0.2,3.0571,28.57
A,47.5,4,0.295,4.1936,73.75
A,37.5,6,0.26,3.5124,43.33
A,42.5,10,0.62,3.9579,62
A,42.5,8,0.48,3.9149,60
A,37.5,7,0.28,3.42,40
A,27.5,3,0.06,2.7144,20
A,52.5,1,0.12,4.9324,120
A,52.5,1,0.14,5.1925,140
A,52.5,7,0.86,4.9713,122.86
A,57.5,5,0.74,5.2896,148
A,57.5,5,0.78,5.3832,156
A,57.5,11,1.86,5.5298,169.09
A,62.5,2,0.38,5.7489,190
A,67.5,1,0.24,6.2145,240
A,27.5,3,0.06,2.7144,20
A,27.5,3,0.06,2.7144,20
A,32.5,1,0.02,2.7144,20
A,32.5,3,0.06,2.7144,20
A,22.5,2,0.01,1.71,5
A,27.5,10,0.2,2.7144,20
A,42.5,14,1.06,4.2305,75.71
A,47.5,13,0.96,4.1954,73.85
A,37.5,36,1.76,3.6565,48.89
A,42.5,25,1.86,4.2059,74.4
A,42.5,10,0.74,4.1983,74
A,47.5,9,0.665,4.1962,73.89
A,27.5,3,0.06,2.7144,20
A,42.5,28,2.04,4.1766,72.86
A,42.5,16,1.16,4.1698,72.5
A,37.5,16,0.76,3.6216,47.5
A,42.5,20,1.42,4.1408,71
A,32.5,2,0.06,3.1072,30
A,32.5,2,0.06,3.1072,30
A,47.5,10,0.74,4.1983,74
A,47.5,11,0.815,4.2001,74.09
A,32.5,9,0.26,3.0684,28.89
A,47.5,24,1.78,4.2015,74.17
A,32.5,7,0.2,3.0571,28.57
A,37.5,26,1.16,3.5467,44.62
A,47.5,7,0.52,4.2037,74.29
A,27.5,1,0.02,2.7144,20
A,27.5,2,0.04,2.7144,20
A,37.5,6,0.26,3.5124,43.33
A,27.5,1,0.02,2.7144,20
A,22.5,2,0.02,2.1544,10
A,32.5,4,0.1,2.924,25
A,37.5,3,0.12,3.42,40
A,37.5,6,0.22,3.3222,36.67
A,52.5,2,0.24,4.9324,120
A,52.5,2,0.14,4.1213,70
A,52.5,4,0.54,5.1299,135
A,52.5,4,0.5,5,125
A,52.5,4,0.54,5.1299,135
A,52.5,8,1,5,125
A,57.5,1,0.16,5.4288,160
A,57.5,2,0.3,5.3133,150
A,57.5,4,0.72,5.6462,180
A,57.5,10,1.44,5.2415,144
A,57.5,10,1.68,5.5178,168
A,62.5,1,0.2,5.848,200
A,62.5,1,0.18,5.6462,180
A,62.5,1,0.16,5.4288,160
A,22.5,3,0.02,1.8821,6.67
A,22.5,9,0.06,1.8821,6.67
A,27.5,1,0.02,2.7144,20
A,32.5,4,0.08,2.7144,20
A,22.5,4,0.02,1.71,5
A,22.5,3,0.01,1.4938,3.33
A,47.5,7,0.52,4.2037,74.29
A,42.5,6,0.5,4.3679,83.33
A,47.5,25,1.86,4.2059,74.4
A,47.5,25,1.86,4.2059,74.4
A,42.5,15,0.96,4,64
A,42.5,6,0.38,3.9861,63.33
A,32.5,3,0.08,2.9876,26.67
A,22.5,1,0.01,2.1544,10
A,22.5,1,0.01,2.1544,10
A,37.5,3,0.12,3.42,40
A,37.5,3,0.12,3.42,40
A,37.5,5,0.2,3.42,40
A,27.5,2,0.04,2.7144,20
A,52.5,4,0.54,5.1299,135
A,52.5,6,0.8,5.1087,133.33
A,52.5,6,0.82,5.151,136.67
A,57.5,8,1.3,5.457,162.5
A,57.5,10,1.68,5.5178,168
A,57.5,12,2.1,5.5934,175
A,62.5,3,0.58,5.7823,193.33
A,62.5,5,1.08,6,216
A,62.5,5,1.06,5.9627,212
A,67.5,1,0.28,6.5421,280
A,72.5,1,0.22,6.0368,220
A,32.5,3,0.06,2.7144,20
A,37.5,15,0.78,3.7325,52
A,42.5,24,1.82,4.2327,75.83
A,42.5,14,1.06,4.2305,75.71
A,47.5,25,1.86,4.2059,74.4
A,47.5,18,1.34,4.2067,74.44
A,42.5,21,1.52,4.1675,72.38
A,32.5,4,0.12,3.1072,30
A,37.5,13,0.6,3.587,46.15
A,47.5,21,1.565,4.2082,74.52
A,27.5,4,0.08,2.7144,20
A,37.5,17,0.72,3.4857,42.35
A,32.5,6,0.16,2.9876,26.67
A,52.5,3,0.36,4.9324,120
A,52.5,4,0.62,5.3717,155
A,52.5,5,0.72,5.2415,144
A,57.5,1,0.14,5.1925,140
A,57.5,2,0.28,5.1925,140
A,57.5,8,1.16,5.2536,145
A,62.5,1,0.18,5.6462,180
A,62.5,3,0.56,5.7151,186.67
A,62.5,3,0.68,6.0972,226.67
A,67.5,1,0.2,5.848,200
A,27.5,1,0.019,2.6684,19
A,32.5,1,0.02,2.7144,20
A,27.5,17,0.32,2.6601,18.82
A,42.5,27,1.98,4.1857,73.33
A,42.5,30,2.06,4.095,68.67
A,47.5,11,0.82,4.2086,74.55
A,47.5,10,0.75,4.2172,75
A,37.5,11,0.46,3.471,41.82
A,37.5,11,0.46,3.471,41.82
A,52.5,3,0.38,5.0221,126.67
A,52.5,5,0.76,5.3368,152
A,57.5,4,0.7,5.5934,175
A,32.5,1,0.02,2.7144,20
A,27.5,12,0.22,2.6368,18.33
A,32.5,2,0.04,2.7144,20
A,32.5,5,0.23,3.583,46
A,37.5,16,0.82,3.7145,51.25
A,47.5,4,0.3,4.2172,75
A,32.5,5,0.2,3.42,40
A,32.5,7,0.23,3.2029,32.86
A,37.5,17,0.85,3.684,50
A,42.5,11,0.83,4.2257,75.45
A,47.5,4,0.3,4.2172,75
A,32.5,6,0.19,3.1637,31.67
A,47.5,23,1.76,4.2455,76.52
A,32.5,15,0.44,3.084,29.33
A,37.5,16,0.74,3.5895,46.25
A,42.5,16,1.1,4.0966,68.75
A,37.5,23,1.04,3.5626,45.22
A,42.5,23,1.55,4.0694,67.39
A,42.5,15,1.01,4.0683,67.33
A,47.5,23,1.76,4.2455,76.52
A,42.5,8,0.52,4.0207,65
A,22.5,4,0.05,2.3208,12.5
A,47.5,30,2.3,4.2482,76.67
A,37.5,22,0.94,3.496,42.73
A,47.5,36,2.76,4.2482,76.67
A,42.5,12,0.75,3.9685,62.5
A,47.5,30,2.3,4.2482,76.67
A,27.5,11,0.2,2.6295,18.18
A,27.5,11,0.2,2.6295,18.18
A,27.5,5,0.09,2.6207,18
A,22.5,1,0.01,2.1544,10
A,22.5,3,0.03,2.1544,10
A,22.5,5,0.05,2.1544,10
A,47.5,8,0.615,4.252,76.88
A,27.5,9,0.16,2.6099,17.78
A,47.5,38,2.928,4.2553,77.05
A,42.5,27,1.61,3.9068,59.63
A,42.5,30,1.77,3.893,59
A,32.5,4,0.1,2.924,25
A,37.5,22,0.87,3.4069,39.55
A,37.5,10,0.39,3.3912,39
A,27.5,9,0.16,2.6099,17.78
A,22.5,7,0.06,2.0465,8.57
A,22.5,4,0.03,1.9574,7.5
A,27.5,3,0.052,2.588,17.33
A,52.5,10,1.25,5,125
A,52.5,10,1.21,4.9461,121
A,52.5,10,1.18,4.9049,118
A,52.5,10,1.43,5.2293,143
A,52.5,11,1.29,4.8948,117.27
A,52.5,11,1.13,4.6834,102.73
A,52.5,15,1.62,4.7622,108
A,52.5,19,2.09,4.7914,110
A,52.5,21,2.47,4.8996,117.62
A,57.5,3,0.41,5.151,136.67
A,57.5,5,0.74,5.2896,148
A,57.5,10,1.5,5.3133,150
A,62.5,1,0.17,5.5397,170
A,62.5,1,0.18,5.6462,180
A,67.5,1,0.26,6.3825,260
A,67.5,1,0.2,5.848,200
A,32.5,9,0.2,2.8114,22.22
A,37.5,3,0.11,3.3222,36.67
A,32.5,10,0.22,2.802,22
A,32.5,13,0.28,2.7823,21.54
A,22.5,4,0.02,1.71,5
A,37.5,8,0.28,3.2711,35
A,42.5,12,0.64,3.7641,53.33
A,27.5,7,0.12,2.5785,17.14
A,27.5,7,0.12,2.5785,17.14
A,22.5,4,0.02,1.71,5
A,22.5,5,0.02,1.5874,4
A,27.5,19,0.317,2.5553,16.68
A,32.5,7,0.21,3.1072,30
A,32.5,12,0.36,3.1072,30
A,42.5,20,1.39,4.1114,69.5
A,47.5,19,1.465,4.2563,77.11
A,37.5,11,0.49,3.5449,44.55
A,47.5,7,0.54,4.257,77.14
A,32.5,11,0.31,3.0431,28.18
A,42.5,16,1.04,4.0207,65
A,42.5,16,1.04,4.0207,65
A,37.5,13,0.56,3.5055,43.08
A,47.5,11,0.85,4.2593,77.27
A,32.5,4,0.11,3.0184,27.5
A,37.5,7,0.3,3.4995,42.86
A,47.5,6,0.465,4.2635,77.5
A,37.5,14,0.59,3.48,42.14
A,47.5,2,0.155,4.2635,77.5
A,42.5,17,1.04,3.9403,61.18
A,27.5,6,0.1,2.5544,16.67
A,37.5,15,0.62,3.4575,41.33
A,27.5,3,0.05,2.5544,16.67
A,42.5,16,0.96,3.9149,60
A,47.5,18,1.396,4.2645,77.56
A,32.5,4,0.1,2.924,25
A,32.5,7,0.17,2.8959,24.29
A,42.5,21,1.2,3.8517,57.14
A,37.5,15,0.57,3.362,38
A,52.5,3,0.37,4.9777,123.33
A,52.5,5,0.66,5.0916,132
A,52.5,7,0.86,4.9713,122.86
A,52.5,10,1.14,4.8488,114
A,52.5,11,1.49,5.1357,135.45
A,52.5,13,1.54,4.9113,118.46
A,57.5,1,0.16,5.4288,160
A,57.5,2,0.34,5.5397,170
A,57.5,4,0.63,5.4004,157.5
A,57.5,4,0.73,5.6722,182.5
A,57.5,5,0.9,5.6462,180
A,62.5,1,0.25,6.2996,250
A,62.5,1,0.18,5.6462,180
A,62.5,2,0.44,6.0368,220
A,62.5,2,0.37,5.698,185
A,62.5,3,0.61,5.8803,203.33
A,67.5,1,0.2,5.848,200
A,67.5,1,0.2,5.848,200
A,67.5,2,0.56,6.5421,280
A,22.5,4,0.03,1.9574,7.5
A,22.5,4,0.03,1.9574,7.5
A,22.5,11,0.08,1.9375,7.27
A,22.5,18,0.13,1.933,7.22
A,22.5,9,0.05,1.7711,5.56
A,27.5,6,0.1,2.5544,16.67
A,27.5,9,0.15,2.5544,16.67
A,27.5,6,0.1,2.5544,16.67
A,27.5,6,0.1,2.5544,16.67
A,22.5,5,0.02,1.5874,4
A,22.5,6,0.06,2.1544,10
A,32.5,15,0.46,3.1301,30.67
A,32.5,16,0.49,3.1287,30.63
A,32.5,14,0.4,3.0571,28.57
A,37.5,29,1.31,3.5614,45.17
A,42.5,36,2.36,4.0321,65.56
A,47.5,18,1.4,4.2686,77.78
A,27.5,3,0.05,2.5544,16.67
A,37.5,32,1.35,3.4812,42.19
A,22.5,5,0.05,2.1544,10
A,22.5,9,0.09,2.1544,10
A,42.5,37,2.23,3.9207,60.27
A,27.5,3,0.05,2.5544,16.67
A,27.5,6,0.1,2.5544,16.67
A,47.5,26,2.03,4.2741,78.08
A,47.5,11,0.86,4.276,78.18
A,42.5,32,1.85,3.8667,57.81
A,52.5,5,0.54,4.7622,108
A,52.5,6,0.68,4.8393,113.33
A,52.5,7,0.88,5.0095,125.71
A,37.5,35,1.31,3.345,37.43
A,42.5,5,0.36,4.1602,72
A,22.5,1,0.02,2.7144,20
A,47.5,24,1.88,4.2787,78.33
A,37.5,4,0.18,3.5569,45
A,42.5,13,0.86,4.0444,66.15
A,47.5,17,1.335,4.2823,78.53
A,22.5,5,0.06,2.2894,12
A,27.5,11,0.18,2.5388,16.36
A,27.5,8,0.13,2.5329,16.25
A,37.5,9,0.38,3.4821,42.22
A,47.5,15,1.18,4.2848,78.67
A,42.5,10,0.62,3.9579,62
A,32.5,8,0.2,2.924,25
A,27.5,13,0.21,2.5279,16.15
A,52.5,12,1.4,4.8863,116.67
A,52.5,21,2.48,4.9062,118.1
A,52.5,29,3.76,5.0613,129.66
A,57.5,7,0.96,5.1569,137.14
A,57.5,10,1.52,5.3368,152
A,57.5,11,1.86,5.5298,169.09
A,62.5,4,0.9,6.0822,225
A,62.5,4,0.68,5.5397,170
A,62.5,7,1.34,5.7633,191.43
A,67.5,2,0.54,6.4633,270
A,67.5,2,0.46,6.1269,230
A,72.5,1,0.26,6.3825,260
A,72.5,2,0.56,6.5421,280
A,22.5,5,0.04,2,8
A,32.5,1,0.02,2.7144,20
A,32.5,10,0.26,2.9625,26
A,27.5,5,0.08,2.5198,16
A,32.5,2,0.05,2.924,25
A,37.5,10,0.4,3.42,40
A,47.5,8,0.63,4.2863,78.75
A,37.5,10,0.39,3.3912,39
A,42.5,13,0.75,3.864,57.69
A,52.5,20,2.14,4.7475,107
A,52.5,21,2.32,4.7983,110.48
A,52.5,30,3.14,4.7127,104.67
A,57.5,15,2.16,5.2415,144
A,57.5,19,2.69,5.2119,141.58
A,57.5,20,2.79,5.1863,139.5
A,62.5,8,1.43,5.6331,178.75
A,62.5,9,1.65,5.6809,183.33
A,62.5,9,1.66,5.6923,184.44
A,67.5,1,0.26,6.3825,260
A,67.5,3,0.66,6.0368,220
A,67.5,4,1.04,6.3825,260
A,22.5,9,0.07,1.9813,7.78
A,32.5,3,0.07,2.8575,23.33
A,37.5,5,0.19,3.362,38
A,22.5,8,0.06,1.9574,7.5
A,42.5,7,0.39,3.8193,55.71
A,22.5,11,0.08,1.9375,7.27
A,47.5,30,2.37,4.2908,79
A,27.5,5,0.08,2.5198,16
A,27.5,5,0.08,2.5198,16
A,42.5,8,0.4,3.684,50
A,47.5,30,2.37,4.2908,79
A,87.5,1,0.53,8.0927,530
A,37.5,5,0.36,4.1602,72
A,47.5,29,2.3,4.2965,79.31
A,47.5,17,1.35,4.2983,79.41
A,42.5,3,0.24,4.3089,80
A,42.5,5,0.4,4.3089,80
A,32.5,2,0.06,3.1072,30
A,47.5,9,0.715,4.2989,79.44
A,42.5,5,0.34,4.0817,68
A,47.5,15,1.194,4.3017,79.6
A,27.5,10,0.16,2.5198,16
A,37.5,8,0.34,3.4898,42.5
A,22.5,2,0.02,2.1544,10
A,42.5,1,0.06,3.9149,60
A,52.5,1,0.14,5.1925,140
A,52.5,2,0.18,4.4814,90
A,52.5,5,0.68,5.1426,136
A,52.5,6,0.76,5.0221,126.67
A,52.5,11,1.52,5.1699,138.18
A,57.5,4,0.76,5.7489,190
A,57.5,4,0.7,5.5934,175
A,57.5,14,2.6,5.7053,185.71
A,57.5,14,1.94,5.1748,138.57
A,57.5,14,2.36,5.5241,168.57
A,62.5,3,0.84,6.5421,280
A,62.5,13,3.2,6.2671,246.15
A,62.5,13,2.84,6.0227,218.46
