Type,MidSize,Count,SampleWeight,CubeRoot,TuberWeight
Early Baker,77.5,1,0.3122,6.7839,312.20
APT Farming 3,37.5,1,0.0482,3.6393,48.20
APT Farming 3,37.5,1,0.0312,3.1481,31.20
Salmons,37.5,1,0.0384,3.3737,38.40
Salmons,37.5,1,0.0302,3.1141,30.20
A,32.5,17,0.4,2.86552162,23.53
A,32.5,18,0.46,2.945518638,25.56
A,32.5,14,0.34,2.895900438,24.29
A,32.5,13,0.3,2.847033869,23.08
A,32.5,18,0.46,2.945518638,25.56
A,32.5,19,0.48,2.934241656,25.26
A,32.5,19,0.45,2.871791928,23.68
A,32.5,18,0.42,2.857539624,23.33
A,32.5,15,0.35,2.857539624,23.33
A,32.5,2,0.04,2.714417614,20.00
A,32.5,2,0.04,2.714417614,20.00
A,32.5,4,0.08,2.714417614,20.00
A,32.5,4,0.08,2.714417614,20.00
A,32.5,3,0.05,2.554364772,16.67
A,32.5,2,0.03,2.466212072,15.00
A,32.5,1,0.02,2.714417614,20.00
A,32.5,3,0.06,2.714417614,20.00
A,32.5,2,0.06,3.107232502,30.00
A,32.5,15,0.3,2.714417614,20.00
A,32.5,9,0.2,2.811442215,22.22
A,32.5,3,0.06,2.714417614,20.00
A,32.5,12,0.27,2.823108084,22.50
A,32.5,8,0.19,2.874448536,23.75
A,32.5,6,0.13,2.787815533,21.67
A,32.5,8,0.18,2.823108084,22.50
A,32.5,3,0.06,2.714417614,20.00
A,32.5,2,0.04,2.714417614,20.00
A,32.5,5,0.1,2.714417614,20.00
A,32.5,5,0.112,2.818919493,22.40
A,32.5,7,0.168,2.884499141,24.00
A,32.5,4,0.094,2.864327158,23.50
A,32.5,3,0.060,2.714417617,20.00
A,32.5,15,0.300,2.714417617,20.00
A,32.5,9,0.200,2.811442218,22.22
EB Field - Dig 1,77.5,1,0.4459,7.6400,445.90
EB Field - Dig 2,77.5,1,0.2922,6.6360,292.20
EB Field - Dig 2,77.5,1,0.2935,6.6460,293.50
EB Field - Dig 2,77.5,1,0.3102,6.7690,310.20
EB Field - Plot 12 Guard 2,32.5,1,0.024,2.8840,24.00
EB Field - Plot 12 Guard 2,32.5,1,0.0258,2.9550,25.80
EB Field - Plot 24 Guard 1,32.5,1,0.03,3.1070,30.00
EB Field - Plot 1 Guard 2,32.5,1,0.025,2.9240,25.00
EB Field - Plot 1 Guard 1,32.5,1,0.0226,2.8270,22.60
EB Field - Plot 1 Guard 1,32.5,1,0.0261,2.9660,26.10
Early Baker,77.5,1,0.456,7.6970,456.00
Early Baker,77.5,1,0.3755,7.2145,375.50
Early Baker,77.5,1,0.371,7.1855,371.00
APT Farming 3,32.5,1,0.0287,3.0617,28.70
APT Farming 3,32.5,1,0.247,6.2743,247.00
Salmons,32.5,1,0.0181,2.6256,18.10
A,27.5,7,0.1,2.426427501,14.29
A,27.5,13,0.2,2.487113171,15.38
A,27.5,6,0.08,2.371262201,13.33
A,27.5,4,0.06,2.466212072,15.00
A,27.5,7,0.12,2.578463976,17.14
A,27.5,10,0.16,2.519842097,16.00
A,27.5,21,0.3,2.426427501,14.29
A,27.5,21,0.31,2.453093675,14.76
A,27.5,19,0.27,2.422163121,14.21
A,27.5,1,0.01,2.154434688,10.00
A,27.5,1,0.02,2.714417614,20.00
A,27.5,4,0.06,2.466212072,15.00
A,27.5,11,0.15,2.38909191,13.64
A,27.5,4,0.05,2.320794415,12.50
A,27.5,4,0.05,2.320794415,12.50
A,27.5,5,0.07,2.410142262,14.00
A,27.5,3,0.04,2.371262201,13.33
A,27.5,3,0.04,2.371262201,13.33
A,27.5,2,0.04,2.714417614,20.00
A,27.5,1,0.01,2.154434688,10.00
A,27.5,2,0.03,2.466212072,15.00
A,27.5,2,0.03,2.466212072,15.00
A,27.5,4,0.060,2.466212074,15.00
A,27.5,7,0.082,2.271112273,11.71
A,27.5,14,0.174,2.316365409,12.43
A,27.5,4,0.045,2.240702373,11.25
A,27.5,4,0.050,2.320794417,12.50
A,27.5,11,0.145,2.36224591,13.18
EB Field - Dig 2,77.5,1,0.3168,6.8170,316.80
EB Field - Dig 2,77.5,1,0.3189,6.8320,318.90
EB Field - Dig 2,77.5,1,0.3266,6.8870,326.60
EB Field - Dig 2,77.5,1,0.3589,7.1070,358.90
EB Field - Dig 2,82.5,1,0.3388,6.9710,338.80
EB Field - Plot 12 Guard 2,27.5,1,0.0118,2.2770,11.80
EB Field - Plot 12 Guard 2,27.5,1,0.0118,2.2770,11.80
EB Field - Plot 12 Guard 2,27.5,1,0.0137,2.3930,13.70
EB Field - Plot 24 Guard 1,27.5,1,0.0113,2.2440,11.30
EB Field - Plot 24 Guard 1,27.5,1,0.014,2.4100,14.00
EB Field - Plot 24 Guard 2,27.5,1,0.0131,2.3570,13.10
EB Field - Plot 24 Guard 2,27.5,1,0.0194,2.6870,19.40
EB Field - Plot 1 Guard 1,27.5,1,0.0105,2.1900,10.50
EB Field - Plot 1 Guard 1,27.5,1,0.0136,2.3870,13.60
EB Field - Plot 1 Guard 1,27.5,1,0.0138,2.3990,13.80
Early Baker,77.5,1,0.376,7.2177,376.00
Early Baker,77.5,1,0.3488,7.0392,348.80
APT Farming 2,27.5,1,0.0159,2.5146,15.90
A,22.5,9,0.08,2.071488336,8.89
A,22.5,12,0.1,2.027400664,8.33
A,22.5,7,0.06,2.046528215,8.57
A,22.5,3,0.02,1.882072057,6.67
A,22.5,4,0.16,3.419951889,40.00
A,22.5,5,0.04,1.999999999,8.00
A,22.5,30,0.17,1.782827079,5.67
A,22.5,40,0.23,1.791523934,5.75
A,22.5,54,0.3,1.771097614,5.56
A,22.5,6,0.05,2.027400664,8.33
A,22.5,5,0.04,1.999999999,8.00
A,22.5,3,0.02,1.882072057,6.67
A,22.5,6,0.05,2.027400664,8.33
A,22.5,4,0.04,2.154434688,10.00
A,22.5,1,0.01,2.154434688,10.00
A,22.5,2,0.01,1.709975946,5.00
A,22.5,1,0.01,2.154434688,10.00
A,22.5,1,0.01,2.154434688,10.00
A,22.5,11,0.105,2.121284269,9.55
A,22.5,9,0.061,1.892470457,6.78
A,22.5,8,0.055,1.90147623,6.88
EB Field - Dig 2,82.5,1,0.3724,7.1950,372.40
EB Field - Dig 2,82.5,1,0.3793,7.2390,379.30
EB Field - Plot 12 Guard 2,22.5,1,0.005,1.7100,5.00
EB Field - Plot 12 Guard 2,22.5,1,0.0062,1.8370,6.20
EB Field - Plot 12 Guard 2,22.5,1,0.0075,1.9570,7.50
EB Field - Plot 12 Guard 2,22.5,1,0.0086,2.0490,8.60
EB Field - Plot 12 Guard 1,22.5,1,0.0057,1.7860,5.70
EB Field - Plot 24 Guard 2,22.5,1,0.0061,1.8270,6.10
EB Field - Plot 24 Guard 2,22.5,1,0.0074,1.9490,7.40
EB Field - Plot 1 Guard 2,22.5,1,0.0079,1.9920,7.90
EB Field - Plot 1 Guard 2,22.5,1,0.0081,2.0080,8.10
EB Field - Plot 1 Guard 1,22.5,1,0.0054,1.7540,5.40
EB Field - Plot 1 Guard 1,22.5,1,0.0095,2.1180,9.50
Early Baker,82.5,1,0.4565,7.6998,456.50
Early Baker,82.5,1,0.4985,7.9291,498.50
Early Baker,82.5,1,0.4524,7.6767,452.40
Early Baker,82.5,1,0.5092,7.9854,509.20
Early Baker,82.5,1,0.3937,7.3292,393.70
Early Baker,82.5,1,0.4056,7.4023,405.60
A,17.5,13,0.04,1.454472607,3.08
A,17.5,9,0.03,1.493801582,3.33
A,17.5,14,0.04,1.418983411,2.86
A,17.5,1,0,0,0.00
A,17.5,2,0.01,1.709975946,5.00
A,17.5,6,0.04,1.882072043,6.67
A,17.5,2,0.01,1.709975933,5.00
A,17.5,8,0.04,1.709975933,5.00
A,17.5,4,0.025,1.842015757,6.25
A,17.5,3,0.02,1.882072043,6.67
A,17.5,1,0.005,1.709975933,5.00
A,17.5,11,0.039,1.52483894,3.55
A,17.5,20,0.056,1.409459746,2.80
A,17.5,12,0.038,1.468478019,3.17
A,17.5,17,0.550,3.18643152,32.35
A,17.5,14,0.065,1.668252459,4.64
A,17.5,19,0.080,1.614775415,4.21
EB Field - Dig 2,82.5,1,0.3881,7.2940,388.10
EB Field - Dig 2,82.5,1,0.4147,7.4570,414.70
EB Field - Dig 2,82.5,1,0.4195,7.4860,419.50
EB Field - Dig 2,82.5,1,0.4443,7.6310,444.30
EB Field - Plot 12 Guard 2,17.5,1,0.0038,1.5600,3.80
EB Field - Plot 12 Guard 2,17.5,1,0.0046,1.6630,4.60
EB Field - Plot 24 Guard 1,17.5,1,0.0023,1.3200,2.30
EB Field - Plot 24 Guard 1,17.5,1,0.0031,1.4580,3.10
EB Field - Plot 24 Guard 2,17.5,1,0.0025,1.3570,2.50
EB Field - Plot 1 Guard 2,17.5,1,0.002,1.2600,2.00
EB Field - Plot 1 Guard 2,17.5,1,0.0045,1.6510,4.50
EB Field - Plot 1 Guard 1,17.5,1,0.0021,1.2810,2.10
EB Field - Plot 1 Guard 1,17.5,1,0.0022,1.3010,2.20
Early Baker,90,1,0.52,8.0415,520.00
Early Baker,90,1,0.606,8.4623,606.00
Early Baker,90,1,0.464,7.7418,464.00
Early Baker,90,1,0.5452,8.1693,545.20
